"","doi","year","article_name","article_type","corresponding_author","authors","author_affiliations","author","author_affiliation1","author_affiliation2","author_affiliation3","author_affiliation4"
"3211","10.1111/cogs.12376","2017","Does Making Something Move Matter? Representations of Goals and Sources in Motion Events With Causal Sources","Brief Reports","FALSE","Laura Lakusta1,*, 
Paul Muentener2, 
Lauren Petrillo1, 
Noelle Mullanaphy1 and
Lauren Muniz1","Department of Psychology, Montclair State University
Department of Psychology, Tufts University","Noelle Mullanaphy","Department of Psychology, Montclair State University",NA,NA,NA
"3212","10.1111/cogs.12376","2017","Does Making Something Move Matter? Representations of Goals and Sources in Motion Events With Causal Sources","Brief Reports","FALSE","Laura Lakusta1,*, 
Paul Muentener2, 
Lauren Petrillo1, 
Noelle Mullanaphy1 and
Lauren Muniz1","Department of Psychology, Montclair State University
Department of Psychology, Tufts University","Lauren Muniz","Department of Psychology, Montclair State University",NA,NA,NA
"3213","10.1111/cogs.12358","2017","“Because It's Hers”: When Preschoolers Use Ownership in Their Explanations","Brief Reports","TRUE","Shaylene E. Nancekivell* and
Ori Friedman","Department of Psychology, University of Waterloo","Shaylene E. Nancekivell","Department of Psychology, University of Waterloo",NA,NA,NA
"3214","10.1111/cogs.12358","2017","“Because It's Hers”: When Preschoolers Use Ownership in Their Explanations","Brief Reports","FALSE","Shaylene E. Nancekivell* and
Ori Friedman","Department of Psychology, University of Waterloo","Ori Friedman","Department of Psychology, University of Waterloo",NA,NA,NA
"3215","10.1111/cogs.12384","2017","The Importance of Reading Naturally: Evidence From Combined Recordings of Eye Movements and Electric Brain Potentials","Regular Articles","FALSE","Paul Metzner1, 
Titus von der Malsburg2,*, 
Shravan Vasishth1 and
Frank Rösler3","Department of Linguistics, University of Potsdam
Department of Psychology and Department of Linguistics, University of California, San Diego
Biological Psychology and Neuropsychology, University of Hamburg","Paul Metzner","Department of Linguistics, University of Potsdam",NA,NA,NA
"3216","10.1111/cogs.12384","2017","The Importance of Reading Naturally: Evidence From Combined Recordings of Eye Movements and Electric Brain Potentials","Regular Articles","TRUE","Paul Metzner1, 
Titus von der Malsburg2,*, 
Shravan Vasishth1 and
Frank Rösler3","Department of Linguistics, University of Potsdam
Department of Psychology and Department of Linguistics, University of California, San Diego
Biological Psychology and Neuropsychology, University of Hamburg","Titus von der Malsburg","Department of Psychology and Department of Linguistics, University of California, San Diego",NA,NA,NA
"3217","10.1111/cogs.12384","2017","The Importance of Reading Naturally: Evidence From Combined Recordings of Eye Movements and Electric Brain Potentials","Regular Articles","FALSE","Paul Metzner1, 
Titus von der Malsburg2,*, 
Shravan Vasishth1 and
Frank Rösler3","Department of Linguistics, University of Potsdam
Department of Psychology and Department of Linguistics, University of California, San Diego
Biological Psychology and Neuropsychology, University of Hamburg","Shravan Vasishth","Department of Linguistics, University of Potsdam",NA,NA,NA
"3218","10.1111/cogs.12384","2017","The Importance of Reading Naturally: Evidence From Combined Recordings of Eye Movements and Electric Brain Potentials","Regular Articles","FALSE","Paul Metzner1, 
Titus von der Malsburg2,*, 
Shravan Vasishth1 and
Frank Rösler3","Department of Linguistics, University of Potsdam
Department of Psychology and Department of Linguistics, University of California, San Diego
Biological Psychology and Neuropsychology, University of Hamburg","Frank Rösler","Biological Psychology and Neuropsychology, University of Hamburg",NA,NA,NA
"3219","10.1111/cogs.12487","2017","Further Tests of a Dynamic-Adjustment Account of Saccade Targeting During the Reading of Chinese","Regular Articles","TRUE","Yanping Liu1,*, 
Ren Huang1, 
Dingguo Gao1 and
Erik D. Reichle2","Department of Psychology, Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health, Guangdong Provincial Key Laboratory of Brain Function and Disease, Sun Yat-sen University
School of Psychology, University of Southampton","Yanping Liu","Department of Psychology, Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health, Guangdong Provincial Key Laboratory of Brain Function and Disease, Sun Yat-sen University",NA,NA,NA
"3220","10.1111/cogs.12487","2017","Further Tests of a Dynamic-Adjustment Account of Saccade Targeting During the Reading of Chinese","Regular Articles","FALSE","Yanping Liu1,*, 
Ren Huang1, 
Dingguo Gao1 and
Erik D. Reichle2","Department of Psychology, Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health, Guangdong Provincial Key Laboratory of Brain Function and Disease, Sun Yat-sen University
School of Psychology, University of Southampton","Ren Huang","Department of Psychology, Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health, Guangdong Provincial Key Laboratory of Brain Function and Disease, Sun Yat-sen University",NA,NA,NA
"3221","10.1111/cogs.12487","2017","Further Tests of a Dynamic-Adjustment Account of Saccade Targeting During the Reading of Chinese","Regular Articles","FALSE","Yanping Liu1,*, 
Ren Huang1, 
Dingguo Gao1 and
Erik D. Reichle2","Department of Psychology, Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health, Guangdong Provincial Key Laboratory of Brain Function and Disease, Sun Yat-sen University
School of Psychology, University of Southampton","Dingguo Gao","Department of Psychology, Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health, Guangdong Provincial Key Laboratory of Brain Function and Disease, Sun Yat-sen University",NA,NA,NA
"3222","10.1111/cogs.12487","2017","Further Tests of a Dynamic-Adjustment Account of Saccade Targeting During the Reading of Chinese","Regular Articles","FALSE","Yanping Liu1,*, 
Ren Huang1, 
Dingguo Gao1 and
Erik D. Reichle2","Department of Psychology, Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health, Guangdong Provincial Key Laboratory of Brain Function and Disease, Sun Yat-sen University
School of Psychology, University of Southampton","Erik D. Reichle","School of Psychology, University of Southampton",NA,NA,NA
"3223","10.1111/cogs.12382","2017","An Extension of a Parallel-Distributed Processing Framework of Reading Aloud in Japanese: Human Nonword Reading Accuracy Does Not Require a Sequential Mechanism","Regular Articles","TRUE","Kenji Ikeda1,†,*, 
Taiji Ueno1,2,3, 
Yuichi Ito1,3, 
Shinji Kitagami1 and
Jun Kawaguchi1","Department of Psychology, Nagoya University
Psychology Department, University of York
Japan Society for the Promotion of Sciences","Kenji Ikeda†","Department of Psychology, Nagoya University",NA,NA,NA
"3224","10.1111/cogs.12382","2017","An Extension of a Parallel-Distributed Processing Framework of Reading Aloud in Japanese: Human Nonword Reading Accuracy Does Not Require a Sequential Mechanism","Regular Articles","FALSE","Kenji Ikeda1,†,*, 
Taiji Ueno1,2,3, 
Yuichi Ito1,3, 
Shinji Kitagami1 and
Jun Kawaguchi1","Department of Psychology, Nagoya University
Psychology Department, University of York
Japan Society for the Promotion of Sciences","Taiji Ueno","Department of Psychology, Nagoya University","Psychology Department, University of York","Japan Society for the Promotion of Sciences",NA
"3225","10.1111/cogs.12382","2017","An Extension of a Parallel-Distributed Processing Framework of Reading Aloud in Japanese: Human Nonword Reading Accuracy Does Not Require a Sequential Mechanism","Regular Articles","FALSE","Kenji Ikeda1,†,*, 
Taiji Ueno1,2,3, 
Yuichi Ito1,3, 
Shinji Kitagami1 and
Jun Kawaguchi1","Department of Psychology, Nagoya University
Psychology Department, University of York
Japan Society for the Promotion of Sciences","Yuichi Ito","Department of Psychology, Nagoya University","Japan Society for the Promotion of Sciences",NA,NA
"3226","10.1111/cogs.12382","2017","An Extension of a Parallel-Distributed Processing Framework of Reading Aloud in Japanese: Human Nonword Reading Accuracy Does Not Require a Sequential Mechanism","Regular Articles","FALSE","Kenji Ikeda1,†,*, 
Taiji Ueno1,2,3, 
Yuichi Ito1,3, 
Shinji Kitagami1 and
Jun Kawaguchi1","Department of Psychology, Nagoya University
Psychology Department, University of York
Japan Society for the Promotion of Sciences","Shinji Kitagami","Department of Psychology, Nagoya University",NA,NA,NA
"3227","10.1111/cogs.12382","2017","An Extension of a Parallel-Distributed Processing Framework of Reading Aloud in Japanese: Human Nonword Reading Accuracy Does Not Require a Sequential Mechanism","Regular Articles","FALSE","Kenji Ikeda1,†,*, 
Taiji Ueno1,2,3, 
Yuichi Ito1,3, 
Shinji Kitagami1 and
Jun Kawaguchi1","Department of Psychology, Nagoya University
Psychology Department, University of York
Japan Society for the Promotion of Sciences","Jun Kawaguchi","Department of Psychology, Nagoya University",NA,NA,NA
"3228","10.1111/cogs.12461","2017","A Neurocomputational Model of the N400 and the P600 in Language Processing","Regular Articles","TRUE","Harm Brouwer1,2,*, 
Matthew W. Crocker1, 
Noortje J. Venhuizen1 and
John C. J. Hoeks2","Department of Language Science and Technology, Saarland University
Center for Language and Cognition Groningen, University of Groningen","Harm Brouwer","Department of Language Science and Technology, Saarland University","Center for Language and Cognition Groningen, University of Groningen",NA,NA
"3229","10.1111/cogs.12461","2017","A Neurocomputational Model of the N400 and the P600 in Language Processing","Regular Articles","FALSE","Harm Brouwer1,2,*, 
Matthew W. Crocker1, 
Noortje J. Venhuizen1 and
John C. J. Hoeks2","Department of Language Science and Technology, Saarland University
Center for Language and Cognition Groningen, University of Groningen","Matthew W. Crocker","Department of Language Science and Technology, Saarland University",NA,NA,NA
"3230","10.1111/cogs.12461","2017","A Neurocomputational Model of the N400 and the P600 in Language Processing","Regular Articles","FALSE","Harm Brouwer1,2,*, 
Matthew W. Crocker1, 
Noortje J. Venhuizen1 and
John C. J. Hoeks2","Department of Language Science and Technology, Saarland University
Center for Language and Cognition Groningen, University of Groningen","Noortje J. Venhuizen","Department of Language Science and Technology, Saarland University",NA,NA,NA
"3231","10.1111/cogs.12461","2017","A Neurocomputational Model of the N400 and the P600 in Language Processing","Regular Articles","FALSE","Harm Brouwer1,2,*, 
Matthew W. Crocker1, 
Noortje J. Venhuizen1 and
John C. J. Hoeks2","Department of Language Science and Technology, Saarland University
Center for Language and Cognition Groningen, University of Groningen","John C. J. Hoeks","Center for Language and Cognition Groningen, University of Groningen",NA,NA,NA
"3232","10.1111/cogs.12448","2017","The Matrix Verb as a Source of Comprehension Difficulty in Object Relative Sentences","Regular Articles","TRUE","Adrian Staub1,*, 
Brian Dillon2 and
Charles Clifton  Jr.1","Department of Psychological and Brain Sciences, University of Massachusetts, Amherst
Department of Linguistics, University of Massachusetts, Amherst","Adrian Staub","Department of Psychological and Brain Sciences, University of Massachusetts, Amherst",NA,NA,NA
"3233","10.1111/cogs.12448","2017","The Matrix Verb as a Source of Comprehension Difficulty in Object Relative Sentences","Regular Articles","FALSE","Adrian Staub1,*, 
Brian Dillon2 and
Charles Clifton  Jr.1","Department of Psychological and Brain Sciences, University of Massachusetts, Amherst
Department of Linguistics, University of Massachusetts, Amherst","Brian Dillon","Department of Linguistics, University of Massachusetts, Amherst",NA,NA,NA
"3234","10.1111/cogs.12448","2017","The Matrix Verb as a Source of Comprehension Difficulty in Object Relative Sentences","Regular Articles","FALSE","Adrian Staub1,*, 
Brian Dillon2 and
Charles Clifton  Jr.1","Department of Psychological and Brain Sciences, University of Massachusetts, Amherst
Department of Linguistics, University of Massachusetts, Amherst","Charles Clifton  Jr.","Department of Psychological and Brain Sciences, University of Massachusetts, Amherst",NA,NA,NA
"3235","10.1111/cogs.12397","2017","Comprehending Sentences With the Body: Action Compatibility in British Sign Language?","Regular Articles","TRUE","David Vinson1,*, 
Pamela Perniss1,2, 
Neil Fox1 and
Gabriella Vigliocco1","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London
School of Humanities, University of Brighton","David Vinson","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London",NA,NA,NA
"3236","10.1111/cogs.12397","2017","Comprehending Sentences With the Body: Action Compatibility in British Sign Language?","Regular Articles","FALSE","David Vinson1,*, 
Pamela Perniss1,2, 
Neil Fox1 and
Gabriella Vigliocco1","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London
School of Humanities, University of Brighton","Pamela Perniss","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London","School of Humanities, University of Brighton",NA,NA
"3237","10.1111/cogs.12397","2017","Comprehending Sentences With the Body: Action Compatibility in British Sign Language?","Regular Articles","FALSE","David Vinson1,*, 
Pamela Perniss1,2, 
Neil Fox1 and
Gabriella Vigliocco1","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London
School of Humanities, University of Brighton","Neil Fox","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London",NA,NA,NA
"3238","10.1111/cogs.12397","2017","Comprehending Sentences With the Body: Action Compatibility in British Sign Language?","Regular Articles","FALSE","David Vinson1,*, 
Pamela Perniss1,2, 
Neil Fox1 and
Gabriella Vigliocco1","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London
School of Humanities, University of Brighton","Gabriella Vigliocco","Department of Experimental Psychology, Deafness, Cognition and Language Research Centre & Institute for Multimodal Communication, University College London",NA,NA,NA
"3239","10.1111/cogs.12488","2017","Maternal Socioeconomic Status Influences the Range of Expectations During Language Comprehension in Adulthood","Regular Articles","TRUE","Melissa Troyer1,* and
Arielle Borovsky2","Department of Cognitive Science, University of California, San Diego
Department of Psychology, Florida State University","Melissa Troyer","Department of Cognitive Science, University of California, San Diego",NA,NA,NA
"3240","10.1111/cogs.12488","2017","Maternal Socioeconomic Status Influences the Range of Expectations During Language Comprehension in Adulthood","Regular Articles","FALSE","Melissa Troyer1,* and
Arielle Borovsky2","Department of Cognitive Science, University of California, San Diego
Department of Psychology, Florida State University","Arielle Borovsky","Department of Psychology, Florida State University",NA,NA,NA
"3241","10.1111/cogs.12378","2017","Effects of Disfluency in Online Interpretation of Deception","Regular Articles","FALSE","Jia E. Loy1, 
Hannah Rohde2 and
Martin Corley1,*","Psychology, PPLS, University of Edinburgh
Linguistics and English Language, PPLS, University of Edinburgh","Jia E. Loy","Psychology, PPLS, University of Edinburgh",NA,NA,NA
"3242","10.1111/cogs.12378","2017","Effects of Disfluency in Online Interpretation of Deception","Regular Articles","FALSE","Jia E. Loy1, 
Hannah Rohde2 and
Martin Corley1,*","Psychology, PPLS, University of Edinburgh
Linguistics and English Language, PPLS, University of Edinburgh","Hannah Rohde","Linguistics and English Language, PPLS, University of Edinburgh",NA,NA,NA
"3243","10.1111/cogs.12378","2017","Effects of Disfluency in Online Interpretation of Deception","Regular Articles","TRUE","Jia E. Loy1, 
Hannah Rohde2 and
Martin Corley1,*","Psychology, PPLS, University of Edinburgh
Linguistics and English Language, PPLS, University of Edinburgh","Martin Corley","Psychology, PPLS, University of Edinburgh",NA,NA,NA
"3244","10.1111/cogs.12375","2017","Reference Production as Search: The Impact of Domain Size on the Production of Distinguishing Descriptions","Regular Articles","TRUE","Albert Gatt1,2,*, 
Emiel Krahmer2, 
Kees van Deemter3 and
Roger P.G. van Gompel4","Institute of Linguistics, University of Malta
Tilburg Center for Cognition and Communication (TiCC), Tilburg University
Department of Computing Science, University of Aberdeen
School of Psychology, University of Dundee","Albert Gatt","Institute of Linguistics, University of Malta","Tilburg Center for Cognition and Communication (TiCC), Tilburg University",NA,NA
"3245","10.1111/cogs.12375","2017","Reference Production as Search: The Impact of Domain Size on the Production of Distinguishing Descriptions","Regular Articles","FALSE","Albert Gatt1,2,*, 
Emiel Krahmer2, 
Kees van Deemter3 and
Roger P.G. van Gompel4","Institute of Linguistics, University of Malta
Tilburg Center for Cognition and Communication (TiCC), Tilburg University
Department of Computing Science, University of Aberdeen
School of Psychology, University of Dundee","Emiel Krahmer","Tilburg Center for Cognition and Communication (TiCC), Tilburg University",NA,NA,NA
"3246","10.1111/cogs.12375","2017","Reference Production as Search: The Impact of Domain Size on the Production of Distinguishing Descriptions","Regular Articles","FALSE","Albert Gatt1,2,*, 
Emiel Krahmer2, 
Kees van Deemter3 and
Roger P.G. van Gompel4","Institute of Linguistics, University of Malta
Tilburg Center for Cognition and Communication (TiCC), Tilburg University
Department of Computing Science, University of Aberdeen
School of Psychology, University of Dundee","Kees van Deemter","Department of Computing Science, University of Aberdeen",NA,NA,NA
"3247","10.1111/cogs.12375","2017","Reference Production as Search: The Impact of Domain Size on the Production of Distinguishing Descriptions","Regular Articles","FALSE","Albert Gatt1,2,*, 
Emiel Krahmer2, 
Kees van Deemter3 and
Roger P.G. van Gompel4","Institute of Linguistics, University of Malta
Tilburg Center for Cognition and Communication (TiCC), Tilburg University
Department of Computing Science, University of Aberdeen
School of Psychology, University of Dundee","Roger P.G. van Gompel","School of Psychology, University of Dundee",NA,NA,NA
"3248","10.1111/cogs.12387","2017","Color in Reference Production: The Role of Color Similarity and Color Codability","Regular Articles","TRUE","Jette Viethen1,2,*, 
Thomas van Vessem3, 
Martijn Goudbeek3 and
Emiel Krahmer3","Department of Computing, Macquarie University
Arria NLG
Department of Communication and Information Sciences, Tilburg University","Jette Viethen","Department of Computing, Macquarie University","Arria NLG",NA,NA
"3249","10.1111/cogs.12387","2017","Color in Reference Production: The Role of Color Similarity and Color Codability","Regular Articles","FALSE","Jette Viethen1,2,*, 
Thomas van Vessem3, 
Martijn Goudbeek3 and
Emiel Krahmer3","Department of Computing, Macquarie University
Arria NLG
Department of Communication and Information Sciences, Tilburg University","Thomas van Vessem","Department of Communication and Information Sciences, Tilburg University",NA,NA,NA
"3250","10.1111/cogs.12387","2017","Color in Reference Production: The Role of Color Similarity and Color Codability","Regular Articles","FALSE","Jette Viethen1,2,*, 
Thomas van Vessem3, 
Martijn Goudbeek3 and
Emiel Krahmer3","Department of Computing, Macquarie University
Arria NLG
Department of Communication and Information Sciences, Tilburg University","Martijn Goudbeek","Department of Communication and Information Sciences, Tilburg University",NA,NA,NA
"3251","10.1111/cogs.12387","2017","Color in Reference Production: The Role of Color Similarity and Color Codability","Regular Articles","FALSE","Jette Viethen1,2,*, 
Thomas van Vessem3, 
Martijn Goudbeek3 and
Emiel Krahmer3","Department of Computing, Macquarie University
Arria NLG
Department of Communication and Information Sciences, Tilburg University","Emiel Krahmer","Department of Communication and Information Sciences, Tilburg University",NA,NA,NA
"3252","10.1111/cogs.12445","2017","MEG Evidence for Incremental Sentence Composition in the Anterior Temporal Lobe","Brief Reports","TRUE","Jonathan R. Brennan1,* and
Liina Pylkkänen2,3,4","Department of Linguistics, University of Michigan
Department of Linguistics, New York University
Department of Psychology, New York University
NYUAD Institute, New York University Abu Dhabi","Jonathan R. Brennan","Department of Linguistics, University of Michigan",NA,NA,NA
"3253","10.1111/cogs.12445","2017","MEG Evidence for Incremental Sentence Composition in the Anterior Temporal Lobe","Brief Reports","FALSE","Jonathan R. Brennan1,* and
Liina Pylkkänen2,3,4","Department of Linguistics, University of Michigan
Department of Linguistics, New York University
Department of Psychology, New York University
NYUAD Institute, New York University Abu Dhabi","Liina Pylkkänen","Department of Linguistics, New York University","Department of Psychology, New York University","NYUAD Institute, New York University Abu Dhabi",NA
"3254","10.1111/cogs.12402","2017","Of Papers and Pens: Polysemes and Homophones in Lexical (mis)Selection","Brief Reports","FALSE","Leon Li and
L. Robert Slevc*","Department of Psychology, University of Maryland, College Park","Leon Li","Department of Psychology, University of Maryland, College Park",NA,NA,NA
"3255","10.1111/cogs.12402","2017","Of Papers and Pens: Polysemes and Homophones in Lexical (mis)Selection","Brief Reports","TRUE","Leon Li and
L. Robert Slevc*","Department of Psychology, University of Maryland, College Park","L. Robert Slevc","Department of Psychology, University of Maryland, College Park",NA,NA,NA
"3256","10.1111/cogs.12381","2017","Timing of Gestures: Gestures Anticipating or Simultaneous With Speech as Indexes of Text Comprehension in Children and Adults","Brief Reports","TRUE","Francesco Ianì1,*, 
Ilaria Cutica2 and
Monica Bucciarelli1","Department of Psychology and Center for Cognitive Science, University of Turin
Department of Oncology and Hemato-Oncology, University of Milan","Francesco Ianì","Department of Psychology and Center for Cognitive Science, University of Turin",NA,NA,NA
"3257","10.1111/cogs.12381","2017","Timing of Gestures: Gestures Anticipating or Simultaneous With Speech as Indexes of Text Comprehension in Children and Adults","Brief Reports","FALSE","Francesco Ianì1,*, 
Ilaria Cutica2 and
Monica Bucciarelli1","Department of Psychology and Center for Cognitive Science, University of Turin
Department of Oncology and Hemato-Oncology, University of Milan","Ilaria Cutica","Department of Oncology and Hemato-Oncology, University of Milan",NA,NA,NA
"3258","10.1111/cogs.12381","2017","Timing of Gestures: Gestures Anticipating or Simultaneous With Speech as Indexes of Text Comprehension in Children and Adults","Brief Reports","FALSE","Francesco Ianì1,*, 
Ilaria Cutica2 and
Monica Bucciarelli1","Department of Psychology and Center for Cognitive Science, University of Turin
Department of Oncology and Hemato-Oncology, University of Milan","Monica Bucciarelli","Department of Psychology and Center for Cognitive Science, University of Turin",NA,NA,NA
"3259","10.1111/cogs.12447","2017","Reasoning With Causal Cycles","Extended Article","TRUE","Bob Rehder*","Department of Psychology, New York University","Bob Rehder","Department of Psychology, New York University",NA,NA,NA
"3260","10.1111/cogs.12479","2017","A Priori True and False Conditionals","Regular Articles","TRUE","Ana Cristina Quelhas1,*, 
Célia Rasga1 and
Philip N. Johnson-Laird2,3","William James Center for Research, ISPA-Instituto Universitário
Department of Psychology, Princeton University
Department of Psychology, New York University","Ana Cristina Quelhas","William James Center for Research, ISPA-Instituto Universitário",NA,NA,NA
"3261","10.1111/cogs.12479","2017","A Priori True and False Conditionals","Regular Articles","FALSE","Ana Cristina Quelhas1,*, 
Célia Rasga1 and
Philip N. Johnson-Laird2,3","William James Center for Research, ISPA-Instituto Universitário
Department of Psychology, Princeton University
Department of Psychology, New York University","Célia Rasga","William James Center for Research, ISPA-Instituto Universitário",NA,NA,NA
"3262","10.1111/cogs.12479","2017","A Priori True and False Conditionals","Regular Articles","FALSE","Ana Cristina Quelhas1,*, 
Célia Rasga1 and
Philip N. Johnson-Laird2,3","William James Center for Research, ISPA-Instituto Universitário
Department of Psychology, Princeton University
Department of Psychology, New York University","Philip N. Johnson-Laird","Department of Psychology, Princeton University","Department of Psychology, New York University",NA,NA
"3263","10.1111/cogs.12365","2017","Preadolescents Solve Natural Syllogisms Proficiently","Regular Articles","TRUE","Guy Politzer1,*, 
Christelle Bosc-Miné2 and
Emmanuel Sander2","Institut Jean Nicod, Ecole normale supérieure, Paris
Department of Psychology, University of Paris-8","Guy Politzer","Institut Jean Nicod, Ecole normale supérieure, Paris",NA,NA,NA
"3264","10.1111/cogs.12365","2017","Preadolescents Solve Natural Syllogisms Proficiently","Regular Articles","FALSE","Guy Politzer1,*, 
Christelle Bosc-Miné2 and
Emmanuel Sander2","Institut Jean Nicod, Ecole normale supérieure, Paris
Department of Psychology, University of Paris-8","Christelle Bosc-Miné","Department of Psychology, University of Paris-8",NA,NA,NA
"3265","10.1111/cogs.12365","2017","Preadolescents Solve Natural Syllogisms Proficiently","Regular Articles","FALSE","Guy Politzer1,*, 
Christelle Bosc-Miné2 and
Emmanuel Sander2","Institut Jean Nicod, Ecole normale supérieure, Paris
Department of Psychology, University of Paris-8","Emmanuel Sander","Department of Psychology, University of Paris-8",NA,NA,NA
"3266","10.1111/cogs.12455","2017","Generative Inferences Based on Learned Relations","Regular Articles","TRUE","Dawn Chen1,*, 
Hongjing Lu1,2 and
Keith J. Holyoak1","Department of Psychology, University of California, Berkeley
Department of Statistics, University of California, Los Angeles","Dawn Chen","Department of Psychology, University of California, Berkeley",NA,NA,NA
"3267","10.1111/cogs.12455","2017","Generative Inferences Based on Learned Relations","Regular Articles","FALSE","Dawn Chen1,*, 
Hongjing Lu1,2 and
Keith J. Holyoak1","Department of Psychology, University of California, Berkeley
Department of Statistics, University of California, Los Angeles","Hongjing Lu","Department of Psychology, University of California, Berkeley","Department of Statistics, University of California, Los Angeles",NA,NA
"3268","10.1111/cogs.12455","2017","Generative Inferences Based on Learned Relations","Regular Articles","FALSE","Dawn Chen1,*, 
Hongjing Lu1,2 and
Keith J. Holyoak1","Department of Psychology, University of California, Berkeley
Department of Statistics, University of California, Los Angeles","Keith J. Holyoak","Department of Psychology, University of California, Berkeley",NA,NA,NA
"3269","10.1111/cogs.12395","2017","Memory-Based Simple Heuristics as Attribute Substitution: Competitive Tests of Binary Choice Inference Models","Regular Articles","TRUE","Hidehito Honda1,*, 
Toshihiko Matsuka2 and
Kazuhiro Ueda1,3,*","Graduate School of Arts and Sciences, The University of Tokyo
Department of Cognitive and Information Science, Chiba University
CREST, Japan Science and Technology Agency","Hidehito Honda","Graduate School of Arts and Sciences, The University of Tokyo",NA,NA,NA
"3270","10.1111/cogs.12395","2017","Memory-Based Simple Heuristics as Attribute Substitution: Competitive Tests of Binary Choice Inference Models","Regular Articles","FALSE","Hidehito Honda1,*, 
Toshihiko Matsuka2 and
Kazuhiro Ueda1,3,*","Graduate School of Arts and Sciences, The University of Tokyo
Department of Cognitive and Information Science, Chiba University
CREST, Japan Science and Technology Agency","Toshihiko Matsuka","Department of Cognitive and Information Science, Chiba University",NA,NA,NA
"3271","10.1111/cogs.12395","2017","Memory-Based Simple Heuristics as Attribute Substitution: Competitive Tests of Binary Choice Inference Models","Regular Articles","TRUE","Hidehito Honda1,*, 
Toshihiko Matsuka2 and
Kazuhiro Ueda1,3,*","Graduate School of Arts and Sciences, The University of Tokyo
Department of Cognitive and Information Science, Chiba University
CREST, Japan Science and Technology Agency","Kazuhiro Ueda","Graduate School of Arts and Sciences, The University of Tokyo","CREST, Japan Science and Technology Agency",NA,NA
"3272","10.1111/cogs.12362","2017","Processing Conversational Implicatures: Alternatives and Counterfactual Reasoning†","Regular Articles","TRUE","Bob van Tiel1,* and
Walter Schaeken2","Department of Languages and Literature, Université Libre de Bruxelles
Laboratory for Experimental Psychology, University of Leuven","Bob van Tiel","Department of Languages and Literature, Université Libre de Bruxelles",NA,NA,NA
"3273","10.1111/cogs.12362","2017","Processing Conversational Implicatures: Alternatives and Counterfactual Reasoning†","Regular Articles","FALSE","Bob van Tiel1,* and
Walter Schaeken2","Department of Languages and Literature, Université Libre de Bruxelles
Laboratory for Experimental Psychology, University of Leuven","Walter Schaeken","Laboratory for Experimental Psychology, University of Leuven",NA,NA,NA
"3274","10.1111/cogs.12356","2017","When Absence of Evidence Is Evidence of Absence: Rational Inferences From Absent Data","Brief Reports","TRUE","Anne S. Hsu1,*, 
Andy Horng2, 
Thomas L. Griffiths2 and
Nick Chater3","School of Electronic Engineering and Computer Science, Queen Mary, University of London
Department of Psychology, University of California
Warwick Business School, University of Warwick","Anne S. Hsu","School of Electronic Engineering and Computer Science, Queen Mary, University of London",NA,NA,NA
"3275","10.1111/cogs.12356","2017","When Absence of Evidence Is Evidence of Absence: Rational Inferences From Absent Data","Brief Reports","FALSE","Anne S. Hsu1,*, 
Andy Horng2, 
Thomas L. Griffiths2 and
Nick Chater3","School of Electronic Engineering and Computer Science, Queen Mary, University of London
Department of Psychology, University of California
Warwick Business School, University of Warwick","Andy Horng","Department of Psychology, University of California",NA,NA,NA
"3276","10.1111/cogs.12356","2017","When Absence of Evidence Is Evidence of Absence: Rational Inferences From Absent Data","Brief Reports","FALSE","Anne S. Hsu1,*, 
Andy Horng2, 
Thomas L. Griffiths2 and
Nick Chater3","School of Electronic Engineering and Computer Science, Queen Mary, University of London
Department of Psychology, University of California
Warwick Business School, University of Warwick","Thomas L. Griffiths","Department of Psychology, University of California",NA,NA,NA
"3277","10.1111/cogs.12356","2017","When Absence of Evidence Is Evidence of Absence: Rational Inferences From Absent Data","Brief Reports","FALSE","Anne S. Hsu1,*, 
Andy Horng2, 
Thomas L. Griffiths2 and
Nick Chater3","School of Electronic Engineering and Computer Science, Queen Mary, University of London
Department of Psychology, University of California
Warwick Business School, University of Warwick","Nick Chater","Warwick Business School, University of Warwick",NA,NA,NA
